level,scenario,province,province_id,year,energy_pred,co2_pred
province,extensive,Anhui,0,2032,21043.732866777405,27416.744150337734
province,extensive,Anhui,0,2033,21558.25917608579,27835.20601756868
province,extensive,Anhui,0,2034,22096.218674698623,28271.626685257357
province,extensive,Anhui,0,2035,22656.054078614063,28723.210457867404
province,extensive,Beijing,1,2024,7735.129282646268,7489.765132731298
province,extensive,Beijing,1,2025,7954.695406297879,7729.698786327498
province,extensive,Beijing,1,2026,8172.9141723129205,7963.8775393328015
province,extensive,Beijing,1,2027,8422.318757844674,8229.71080378908
province,extensive,Beijing,1,2028,8609.842780579633,8436.261839621984
province,extensive,Beijing,1,2029,8793.48047839671,8640.010007725325
province,extensive,Beijing,1,2030,8974.053590603304,8841.73335855715
province,extensive,Beijing,1,2031,9156.7458680631,9036.529184254528
province,extensive,Beijing,1,2032,9342.760863021573,9235.199935254946
province,extensive,Beijing,1,2033,9534.235219185366,9439.877217957703
province,extensive,Beijing,1,2034,9732.923800803466,9652.327831991948
province,extensive,Beijing,1,2035,9936.96736597971,9870.73990142042
province,extensive,Chongqing,2,2024,9983.749825182382,14903.707224155576
province,extensive,Chongqing,2,2025,10265.364799143837,15031.70243277374
province,extensive,Chongqing,2,2026,10588.505979012976,15336.397808443786
province,extensive,Chongqing,2,2027,10851.792022829366,15545.067742576723
province,extensive,Chongqing,2,2028,11088.010905787523,15707.016156496722
province,extensive,Chongqing,2,2029,11309.760106651465,15841.179970029141
province,extensive,Chongqing,2,2030,11519.526006465747,15951.692930392479
province,extensive,Chongqing,2,2031,11744.742603618854,16126.336613421598
province,extensive,Chongqing,2,2032,11966.05943132846,16290.408349167212
province,extensive,Chongqing,2,2033,12186.268234286877,16447.81285167469
province,extensive,Chongqing,2,2034,12408.387248002991,16602.62740846885
province,extensive,Chongqing,2,2035,12632.66963271089,16755.120837499242
province,extensive,Fujian,3,2024,14957.281497070957,18853.509496192328
province,extensive,Fujian,3,2025,15193.974096178681,18719.07308314997
province,extensive,Fujian,3,2026,15475.674694116788,18819.881082422533
province,extensive,Fujian,3,2027,15836.332525616648,19006.48732266781
province,extensive,Fujian,3,2028,16216.715272001577,19204.97562060658
province,extensive,Fujian,3,2029,16630.315599167916,19430.16865702289
province,extensive,Fujian,3,2030,17080.5497228341,19684.417762931862
province,extensive,Fujian,3,2031,17599.5909960686,20076.951380162507
province,extensive,Fujian,3,2032,18158.78097624713,20502.68707807184
province,extensive,Fujian,3,2033,18762.053550560464,20964.613267637895
province,extensive,Fujian,3,2034,19415.7164081266,21468.159243127167
province,extensive,Fujian,3,2035,20122.63229518817,22014.690644250906
province,extensive,Gansu,4,2024,8883.134582732479,11292.427748411686
province,extensive,Gansu,4,2025,9236.361754630389,11478.3690395976
province,extensive,Gansu,4,2026,9615.00983766194,11795.935008031673
province,extensive,Gansu,4,2027,9976.582377231029,12080.773881309065
province,extensive,Gansu,4,2028,10320.518387443151,12333.030398834688
province,extensive,Gansu,4,2029,10660.781221013463,12570.010494382463
province,extensive,Gansu,4,2030,11002.242662018072,12797.556258184597
province,extensive,Gansu,4,2031,11370.366314693443,13092.897885702983
province,extensive,Gansu,4,2032,11748.46080153385,13391.00204680928
province,extensive,Gansu,4,2033,12139.815583013118,13695.2301666143
province,extensive,Gansu,4,2034,12548.152385762029,14009.272533690048
province,extensive,Gansu,4,2035,12975.210852036715,14334.45577628897
province,extensive,Guangdong,5,2024,35109.53112347118,42151.604146217025
province,extensive,Guangdong,5,2025,36687.93142260112,43001.57209442031
province,extensive,Guangdong,5,2026,38253.14103802265,44227.45527324732
province,extensive,Guangdong,5,2027,39917.4365399674,45516.511528060626
province,extensive,Guangdong,5,2028,41499.42744695313,46660.063709611066
province,extensive,Guangdong,5,2029,43075.04551942696,47746.20669257757
province,extensive,Guangdong,5,2030,44677.40163671201,48811.41933270967
province,extensive,Guangdong,5,2031,46407.686256505556,50159.58046851794
province,extensive,Guangdong,5,2032,48213.24619321073,51547.78985157084
province,extensive,Guangdong,5,2033,50109.8105367432,52990.042104245185
province,extensive,Guangdong,5,2034,52114.516918047266,54501.06977848676
province,extensive,Guangdong,5,2035,54237.347733094626,56087.405179045694
province,extensive,Guangxi,6,2024,13134.226030652004,19355.49467386439
province,extensive,Guangxi,6,2025,13150.988856883449,19005.60475561582
province,extensive,Guangxi,6,2026,13255.990053442523,18946.421539641728
province,extensive,Guangxi,6,2027,13362.813929714255,18886.47286902906
province,extensive,Guangxi,6,2028,13511.52802048842,18881.66405120628
province,extensive,Guangxi,6,2029,13679.54654284895,18898.79233227304
province,extensive,Guangxi,6,2030,13862.446953225675,18930.89666219952
province,extensive,Guangxi,6,2031,14084.738549259722,19069.89741822623
province,extensive,Guangxi,6,2032,14316.207442907958,19216.02195126296
province,extensive,Guangxi,6,2033,14556.15160006855,19368.014471430462
province,extensive,Guangxi,6,2034,14805.696494777721,19527.062278512738
province,extensive,Guangxi,6,2035,15062.865279598958,19690.244703667577
province,extensive,Guizhou,7,2024,11617.22924850606,19970.72576578143
province,extensive,Guizhou,7,2025,12035.416018491556,20346.797544226796
province,extensive,Guizhou,7,2026,12522.027059447937,20970.20048497749
province,extensive,Guizhou,7,2027,12979.064408326256,21529.062065412007
province,extensive,Guizhou,7,2028,13411.225391072834,22032.510974965186
province,extensive,Guizhou,7,2029,13837.952589928222,22513.366412793996
province,extensive,Guizhou,7,2030,14265.727203746748,22982.3290875614
province,extensive,Guizhou,7,2031,14728.29666454007,23555.450935809724
province,extensive,Guizhou,7,2032,15203.43511523793,24137.718605190792
province,extensive,Guizhou,7,2033,15695.099979353221,24734.928288429444
province,extensive,Guizhou,7,2034,16207.70684571106,25353.407923399427
province,extensive,Guizhou,7,2035,16745.36124817416,25998.797690609725
province,extensive,Hainan,8,2024,2908.7626047637627,3535.503655939641
province,extensive,Hainan,8,2025,2932.846921868547,3481.23812610349
province,extensive,Hainan,8,2026,2969.7012481020893,3477.7296820757456
province,extensive,Hainan,8,2027,3002.9450803335826,3468.877692943877
province,extensive,Hainan,8,2028,3040.5543058682824,3463.9410113670856
province,extensive,Hainan,8,2029,3079.853057293994,3459.705356607996
province,extensive,Hainan,8,2030,3120.0642919539305,3455.229562896107
province,extensive,Hainan,8,2031,3167.3131645776602,3470.547143016052
province,extensive,Hainan,8,2032,3215.8647127376275,3486.17278282632
province,extensive,Hainan,8,2033,3265.996109705411,3502.3580533984646
province,extensive,Hainan,8,2034,3324.4084717362653,3553.3871438290844
province,extensive,Hainan,8,2035,3388.255935805165,3627.107716375983
province,extensive,Hebei,9,2024,41371.50439700943,73469.1562457164
province,extensive,Hebei,9,2025,43088.85891639585,75291.5593687879
province,extensive,Hebei,9,2026,44915.19656381174,77768.13009557023
province,extensive,Hebei,9,2027,46627.34433358916,79990.68310839665
province,extensive,Hebei,9,2028,48278.24871535082,82054.65826732517
province,extensive,Hebei,9,2029,49890.36175427229,84000.7817660549
