split,year,province_idx,true_log_co2,stirpat_log_pred,residual_pred,hybrid_log_pred,true_co2,stirpat_co2_pred,hybrid_co2_pred,stirpat_abs_pct_err,hybrid_abs_pct_err
train,2002,7,4.5362167,4.5375795,-0.0012191434,4.5363603,93.33701,93.464294,93.3504,0.0013636732,0.0001434542
train,2003,7,4.764564,4.7537208,-0.001351973,4.752369,117.27998,116.01514,115.85842,0.010784848,0.012121098
train,2004,7,4.8602,4.844108,0.0005821143,4.8446903,129.05,126.98997,127.06393,0.015963081,0.015389975
train,2005,7,4.999972,4.986051,0.0014435067,4.9874945,148.40898,146.35735,146.56873,0.013824202,0.012399895
train,2006,7,5.150432,5.1269846,0.0041193054,5.131104,172.50603,168.50822,169.20381,0.023174858,0.01914261
train,2007,7,5.1989,5.175154,0.006330049,5.181484,181.07298,176.82388,177.94672,0.023466228,0.017265229
train,2008,7,5.1356807,5.1156507,0.0094507,5.1251016,169.97998,166.60915,168.19122,0.019830773,0.010523342
train,2009,7,5.237957,5.22188,0.010862177,5.2327423,188.28505,185.28218,187.30574,0.015948525,0.0052012047
train,2010,7,5.2597895,5.249144,0.01172992,5.260874,192.44098,190.40321,192.64975,0.010589042,0.001084856
train,2011,7,5.3349147,5.3215046,0.01115362,5.3326583,207.45506,204.69164,206.98747,0.013320609,0.0022539354
train,2012,7,5.4193397,5.407211,0.011561941,5.4187727,225.73,223.00871,225.60207,0.012055478,0.00056673767
train,2013,7,5.4936085,5.474523,0.010512771,5.485036,243.13297,238.53668,241.0576,0.018904401,0.008535919
train,2014,7,5.4448824,5.433325,0.012669129,5.445994,231.57004,228.90907,231.82756,0.011490973,0.0011120721
train,2015,7,5.4114275,5.4058185,0.012243321,5.4180617,223.95105,222.69841,225.44174,0.005593364,0.00665633
train,2016,7,5.5125613,5.5004463,0.0103371255,5.5107837,247.78497,244.80116,247.34488,0.012041935,0.0017761125
train,2017,7,5.5476313,5.5340824,0.009441342,5.543524,256.62897,253.17537,255.57701,0.013457553,0.0040991325
train,2018,7,5.551237,5.5394692,0.010392865,5.549862,257.556,254.54288,257.20203,0.011698903,0.001374355
train,2019,7,5.5930595,5.5765343,0.011888908,5.5884233,268.55603,264.15454,267.31378,0.016389463,0.0046256585
train,2020,7,5.602923,5.5859914,0.012331296,5.598323,271.21802,266.66452,269.97324,0.016789066,0.004589597
train,1993,8,1.185707,1.2539954,-0.028386,1.2256094,3.2729998,3.5043163,3.4062414,0.07067418,0.04070934
train,1994,8,1.2038728,1.2804544,-0.024293557,1.2561609,3.333,3.598274,3.5119128,0.07959017,0.05367923
train,1995,8,1.5275769,1.582122,-0.022590615,1.5595313,4.6070004,4.8652687,4.756592,0.056059983,0.032470465
train,1996,8,1.6152211,1.6683358,-0.017247181,1.6510886,5.029,5.3033347,5.2126513,0.05455059,0.036518484
train,1997,8,1.7832232,1.7883025,-0.015699487,1.772603,5.949,5.979294,5.886155,0.005092275,0.010563919
train,1998,8,2.1196234,2.2359755,-0.011069499,2.224906,8.328,9.355603,9.252613,0.123391345,0.11102462
train,1999,8,1.8923587,1.9090173,-0.011027027,1.8979903,6.6349998,6.7464557,6.672471,0.01679818,0.00564752
train,2000,8,1.9619241,1.965087,-0.00827297,1.956814,7.1130004,7.1355343,7.076745,0.003167987,0.005097056
train,2001,8,2.0199568,2.013476,-0.0073729907,2.0061028,7.537999,7.489304,7.4342875,0.0064599486,0.013758506
train,2002,8,2.3220935,2.3156192,-0.0052316575,2.3103876,10.196999,10.131195,10.07833,0.006453225,0.011637596
