province,year,base_year,delta_CO2,delta_P,delta_A,delta_B,delta_C,lmdi_residual,resid_ratio,lmdi_residual_abs_ratio
Liaoning,1998,1997,-12.442999999999984,0.8731073373725409,19.398406280874276,-29.920812908530475,-2.793700709716346,1.9539925233402755e-14,1.5703548367277007e-15,1.5703548367277007e-15
Liaoning,1999,1998,-0.52800000000002,0.6192143762906168,12.648582472243339,-16.32862323267137,2.5328263841374565,-6.261657858885883e-14,1.1859200490313723e-13,1.1859200490313723e-13
Liaoning,2000,1999,26.224000000000018,0.6122025644646777,21.5466460491273,8.450745145678896,-4.385593759270802,-5.3290705182007514e-14,2.032134883389547e-15,2.032134883389547e-15
Liaoning,2001,2000,-11.102000000000004,0.48825705714423207,14.866759869786312,-33.42203435180325,6.965017424872701,-3.552713678800501e-15,3.2000663653400285e-16,3.2000663653400285e-16
Liaoning,2002,2001,5.169000000000011,0.432161914535836,15.915984603199743,-0.36547280286941264,-10.813673714866168,1.2434497875801753e-14,2.4055906124592234e-15,2.4055906124592234e-15
Liaoning,2003,2002,27.75799999999998,0.3624112933232589,20.34006095070343,-16.53406730557191,23.58959506154525,-4.618527782440651e-14,1.6638546662009707e-15,1.6638546662009707e-15
Liaoning,2004,2003,9.009000000000015,0.39279236746752366,24.606901239613197,-2.71984172277074,-13.270851884309925,-4.440892098500626e-14,4.929395158730846e-15,4.929395158730846e-15
Liaoning,2005,2004,19.182999999999993,0.23743548834137504,46.697099396791685,-6.306872236446131,-21.444662648687107,1.7053025658242404e-13,8.88965524591691e-15,8.88965524591691e-15
Liaoning,2006,2005,24.964,3.2082377751706317,36.34156584430917,-11.703957388329842,-2.8818462311499315,-3.197442310920451e-14,1.2808213070503329e-15,1.2808213070503329e-15
Liaoning,2007,2006,32.40100000000001,1.8969882092279036,52.95567597254595,-12.283586537967073,-10.168077643806578,-1.9184653865522705e-13,5.9210067175465875e-15,5.9210067175465875e-15
Liaoning,2008,2007,11.615999999999985,1.2761848068533128,64.1502239059429,-58.052041393849585,4.241632681053206,1.616484723854228e-13,1.3916018628221677e-14,1.3916018628221677e-14
Liaoning,2009,2008,28.124000000000024,2.060541366848673,34.64628528015282,-5.292319220876904,-3.290507426124434,-1.2789769243681803e-13,4.5476352025607284e-15,4.5476352025607284e-15
Liaoning,2010,2009,43.365999999999985,2.953155014780644,70.2310738264158,-8.772334604432725,-21.04589423676384,1.1368683772161603e-13,2.6215661514000846e-15,2.6215661514000846e-15
Liaoning,2011,2010,38.31099999999998,0.3833529766192051,77.57184326421765,-52.9923322517315,13.348136010894674,-5.684341886080802e-14,1.4837362340008887e-15,1.4837362340008887e-15
Liaoning,2012,2011,3.2309999999999945,-0.4025995485073169,49.4879874423109,-12.190181183029512,-33.664206710773875,-2.0605739337042905e-13,6.377511401127496e-14,6.377511401127496e-14
Liaoning,2013,2012,-3.714999999999975,-1.0075562472816064,41.07009860007844,-62.040407705222464,18.26286535242546,1.9539925233402755e-13,5.25973761329822e-14,5.25973761329822e-14
Liaoning,2014,2013,3.4750000000000227,-0.7064716631220649,22.99411743388189,-9.59895562824586,-9.213690142514013,7.283063041541027e-14,2.095845479580138e-14,2.095845479580138e-14
Liaoning,2015,2014,-18.331000000000017,-1.9903061119824634,2.6312528256089474,0.884067510792238,-19.856014224418512,-2.2737367544323206e-13,1.2403779141521567e-14,1.2403779141521567e-14
Liaoning,2016,2015,-15.317999999999984,-1.0559116649669187,-104.41846121080766,91.82604342691018,-1.6696705511355259,-5.5067062021407764e-14,3.594925056887833e-15,3.594925056887833e-15
Liaoning,2017,2016,12.32099999999997,-1.4390672171653887,22.543841159438646,-5.816461120612291,-2.9673128216611078,1.1013412404281553e-13,8.938732573883272e-15,8.938732573883272e-15
Liaoning,2018,2017,15.290999999999997,-2.090454910000103,35.60953019070368,-23.710398979229723,5.482323698526113,3.197442310920451e-14,2.091061612007358e-15,2.091061612007358e-15
