province,year,CO2,GDP,Population,Energy,CoalTCE,OilTCE,GasTCE,NonFossilTCE,CoalShare,OilShare,GasShare,NonFossilShare,Industry,Urbanization,A,B,C,EnergyIntensity,CO2_source,pGDP,CarbonIntensity,log_CO2,log_GDP,log_Population,log_Energy,log_pGDP,log_CarbonIntensity,province_id,stirpat_log_pred,residual,true_energy,true_co2,stirpat_energy_pred,observed_co2_per_energy,stirpat_co2_pred,hybrid_residual_pred,hybrid_energy_pred,hybrid_co2_pred
Anhui,2000,127.87,3038.23588,6093.0,3944.290322,2990.248081,465.108087,0.2874901183909413,488.934154,75.81206850624929,11.791933377869643,0.0072887666708358,12.395998115881088,42.6666,28.0,0.4986436697849992,1.298217280614828,0.0324190131965645,1.2982172806148282,MEIC_1990_2023,0.4986436697849992,0.0420869231522603,4.851014122823077,8.019032323327949,8.714895850248494,8.280024324068131,-0.6958635269205455,-3.168018200504872,0,8.090867257348144,0.1891570667199875,3944.290322,127.87,3264.517519709204,0.032419013196564594,105.832436551869,0.12164942175149918,3686.809316482129,119.52271988425143
Anhui,2001,136.977,3246.71456,6128.0,4155.866665800001,3157.974939000001,468.038274,0.649049330422173,529.8534528,75.98836038191551,11.26210996737796,0.0156176649208554,12.749529650706531,43.0,29.3,0.5298163446475196,1.2800221851963485,0.0329599120990163,1.2800221851963485,MEIC_1990_2023,0.5298163446475196,0.0421894187088624,4.919813028522483,8.085398859399708,8.720623711420426,8.332276269365682,-0.635224852020718,-3.1655858308772267,0,8.13894624996703,0.1933300193986511,4155.866665800001,136.977,3425.306548719904,0.0329599120990163,112.89780275799295,0.14119823276996613,3944.7642911498892,130.0190842876387
Anhui,2002,144.987,3519.71951,6144.0,4317.407140000001,3256.2522110000014,484.652785,1.383043449420292,576.5021440000002,75.42147648831656,11.225552033529084,0.0320341215125773,13.352971478154362,43.5,30.7,0.5728710139973958,1.2266338632194025,0.033581961417704,1.2266338632194025,MEIC_1990_2023,0.5728710139973958,0.0411927710682832,4.976644083228895,8.16613658075806,8.723231274827508,8.370410301972514,-0.5570946940694473,-3.1894924975291654,0,8.18766519104773,0.1827451109247846,4317.407140000001,144.987,3596.315726320028,0.033581961417704045,120.77133596716148,0.1499261111021042,4178.014038242807,140.30590623489582
Anhui,2003,163.38,3923.1,6163.0,4593.074901600001,3355.6853560000004,582.3931100000002,2.888817374845738,654.9964356,73.05966978311295,12.679808678868335,0.0628950634756558,14.260521538018716,44.82451,32.0,0.6365568716534156,1.17077691152405,0.0355709417982899,1.17077691152405,MEIC_1990_2023,0.6365568716534156,0.0416456373786036,5.096078775913723,8.274637436580566,8.726318950962243,8.432304991965522,-0.4516815143816768,-3.1785586606668432,0,8.266167823718824,0.1661371682466974,4593.074901600001,163.38,3890.013175865946,0.03557094179828996,138.37143227330864,0.15155914425849915,4526.602639831043,161.01551904541572
Anhui,2004,164.799,4759.32,6228.0,4619.256121799999,3122.448408,686.502663,1.995,808.3100507999998,67.59634724006743,14.86175793024632,0.0431887721181955,17.498706057568057,45.08548,33.5,0.7641811175337186,0.9705706113058168,0.0356765235905088,0.9705706113058168,MEIC_1990_2023,0.7641811175337186,0.0346265853105065,5.104726549495796,8.467860079877555,8.73681053295389,8.437988958514461,-0.268950453076334,-3.363133530381759,0,8.341991993432565,0.0959969650818965,4619.256121799999,164.799,4196.440703494916,0.03567652359050883,149.71441575440787,0.1422470062971115,4837.914409568958,172.59996756184952
Anhui,2005,177.772,5350.17,6120.0,4733.627923,3166.2780110000003,683.7332620000001,11.305,872.3116499999998,66.88903442569963,14.44416995002588,0.2388231644711801,18.42797245980332,41.3,35.5,0.8742107843137255,0.8847621520437668,0.0375551274607436,0.8847621520437668,MEIC_1990_2023,0.8742107843137255,0.0332273553924454,5.180501830363517,8.58488361508615,8.719317375506371,8.462447190238105,-0.1344337604202219,-3.404381784722633,0,8.349844213714324,0.1126029765237817,4733.627923,177.772,4229.521790314322,0.0375551274607436,158.8402299332468,0.11227213591337204,4732.06210568076,177.7131955309957
Anhui,2006,202.769,6112.5,6110.0,5344.281864200001,3515.1600600000006,747.531391,25.935,1055.6554132,65.77422653447927,13.987499349679226,0.4852850328447688,19.752989082996724,43.1,37.1,1.0004091653027822,0.8743201413824133,0.0379412997204167,0.8743201413824133,MEIC_1990_2023,1.0004091653027822,0.0331728425357873,5.312067400072201,8.718091133783128,8.71768205216564,8.583782457874964,0.0004090816174863,-3.406023733710926,0,8.468501773023963,0.115280684851001,5344.281864200001,202.769,4762.375003108011,0.037941299720416787,180.69069737394187,0.09664509445428848,5245.610273668953,199.02527160977127
Anhui,2007,232.707,7360.92,6118.0,5705.7690848790135,3743.0839625990793,798.6577949125851,50.66463153757044,1113.3626958297775,65.6017428486321,13.997373238064014,0.8879544682563113,19.51292944504756,44.7,38.7,1.2031578947368422,0.7751434718593618,0.0407845106484771,0.7751434718593618,MEIC_1990_2023,1.2031578947368422,0.0316138471821457,5.449780151505996,8.903940203911073,8.718990524710849,8.649233062128589,0.1849496792002242,-3.454160052405077,0,8.591725370430737,0.057507691697852,5705.7690848790135,232.707,5386.900059957405,0.04078451064847718,219.70208285761512,0.08113377541303635,5842.179135385331,238.27041715743425
Anhui,2008,265.423,8851.66,6135.0,5940.832977167784,3767.866396363897,819.0881478850981,88.77037120000001,1265.108061718788,63.42320026240124,13.787429322337015,1.4942411534067426,21.295129261855,46.6,40.5,1.4428133659331703,0.6711546734926311,0.044677741491823,0.6711546734926311,MEIC_1990_2023,1.4428133659331703,0.0299856750033327,5.581324779786007,9.088360291034274,8.721765357145012,8.689604634371552,0.3665949338892627,-3.5070355112482674,0,8.7166318655017,-0.0270272311301482,5940.832977167784,265.423,6103.586727639303,0.044677741491823096,272.6944699903912,0.056738078594207764,6459.905344375903,288.61398103767306
Anhui,2009,294.387,10062.82,6131.0,6322.435900866413,3908.925339221513,867.734454249633,122.06589836630924,1423.71020902896,61.826254951605634,13.724685672664874,1.9306783062771995,22.518381069452328,48.7,42.1,1.641301582123634,0.62829663065288,0.0465622751445622,0.62829663065288,MEIC_1990_2023,1.641301582123634,0.0292549205888607,5.684895228271049,9.216602722463406,8.721113147762688,8.751859840235142,0.495489574700718,-3.5317074941923563,0,8.82460829900322,-0.0727484587680784,6322.435900866413,294.387,6799.526789771401,0.04656227514456222,316.6014372381578,0.006333846598863602,6842.7306282091085,318.61310625079557
Anhui,2010,304.789,12359.33,5957.0,6914.118055930797,4304.218094745543,969.7792400292896,159.2245492559651,1480.8961719,62.25259765493109,14.026072916088433,2.302890230799362,21.41843919818112,52.1,43.01,2.074757428235689,0.5594249895367142,0.0440821226271307,0.5594249895367142,MEIC_1990_2023,2.074757428235689,0.0246606409894387,5.719619733922414,9.422166522422682,8.692322277628687,8.841320695246237,0.7298442447939942,-3.702546788500268,0,8.995141963718746,-0.1538212684725088,6914.118055930797,304.789,8063.814315696702,0.04408212262713071,355.4700515069541,-0.05068396031856537,7665.2929012987,337.9023816479238
Anhui,2011,336.103,15300.65,5972.0,7631.453207,4601.579889,1068.2873459999996,266.399,1695.186972,60.297557544861455,13.998478625540232,3.49080303284365,22.213160796754654,54.3,44.8,2.562064634963161,0.4987666018763909,0.0440418084057316,0.4987666018763909,MEIC_1990_2023,2.562064634963161,0.0219665831190178,5.8174176606061305,9.635650590138251,8.69483715865908,8.940033565776396,0.9408134314791714,-3.818232929532122,0,9.159662444041562,-0.2196288782651656,7631.453207,336.103,9505.847780382232,0.04404180840573161,418.65472667764334,-0.1139008030295372,8482.5097069853,373.58506731480514
Anhui,2012,355.647,17212.05,5978.0,8272.299375350996,4612.498342468066,1483.7437499442906,329.973,1846.0842829386409,55.75835850684933,17.936291744534874,3.988890936215654,22.31645881240016,54.64101,46.3,2.8792321846771496,0.4806109310251246,0.0429925204423479,0.4806109310251246,MEIC_1990_2023,2.8792321846771496,0.0206626752769135,5.873938665884563,9.753364998904306,8.695841342843883,9.02066778750422,1.0575236560604226,-3.879426333019743,0,9.244994176733368,-0.2243263892291462,8272.299375350996,355.647,10352.612442360149,0.04299252044234796,445.08490205987454,-0.1732732504606247,8705.592604953585,374.27536803122024
